candidates	10
vied	4
seats	5
boycott	7
amounted	8
grant	5
flow	4
reasonable	10
prices	6
andrew	6
brenda	6
dived	5
score	5
managed	7
anti-monopoly	13
leapt	5
scrutiny	8
routine	7
yuan	4
globally	8
subject	7
originally	10
turns	5
completed	9
renewed	7
clamp-down	10
az-zour	7
enormous	8
sacrifices	10
women	5
defense	7
overall	7
insurgent	9
increased	9
capabilities	12
kandahar	8
vehicle	7
businesslike	12
affair	6
palace	6
pleasantries	12
pageantry	9
opportunity	11
off-message	11
denunciations	13
exasperated	11
behavior	8
acknowledged	12
seated	6
table	5
destroying	10
denying	7
haven	5
safe	4
capacity	8
usher	5
wind	4
era	3
terrain	7
deserters	9
disparate	9
mount	5
units	5
buses	5
roadblocks	10
pro-assad	9
militia	7
wheat	5
farmland	8
fields	6
orontes	7
river	5
highway	7
aleppo	6
narrow	6
ban	3
ki-moon	7
avert	5
full-scale	10
crossroads	10
civil	5
bordering	9
turkey	6
jordan	6
comprises	9
population	10
faiths	6
mix	3
resonate	8
ally	4
gulf	4
robust	6
council	7
firmly	6
six-point	9
stunned	7
tragic	6
rented	6
caoimhe	7
councillor	10
scullion	8
sinn	4
fein	4
magherafelt	11
tight-knit	10
district	8
everybody	9
stories	7
happening	9
happen	6
ms	2
ian	3
milne	5
marked	6
brookings	9
expert	6
michael	7
o'hanlon	8
institution	11
encouraged	10
prospects	9
emphatically	12
wartime	7
leadership	10
committed	9
closely	7
reelected	9
spiking	7
football	8
illegal	7
harvesting	10
endangered	10
species	7
shelter	7
boats	5
storm	5
preparations	12
risky	5
worried	7
things	6
muhammad	8
hassan	6
haqyar	6
completely	10
leaves	6
extremely	9
notice	6
unsophisticated	15
beyond	6
nature	6
planning	8
explosives	10
pre-positioned	14
vicinity	8
sprawling	9
underscore	10
alighting	9
mastermind	10
unsubtle	8
unwinnable	10
telling	7
bagged	6
launch	6
usual	5
eyewitnesses	12
involved	8
swarmed	7
desperate	9
carsten	7
jacobson	8
bombing	7
resulted	8
credited	8
responding	10
failure	7
coordinated	11
assaults	8
paralyzed	9
yet	3
white	5
secret	6
asleep	6
continue	8
contents	8
document	8
invading	8
puppets	7
referring	9
cuts	4
adjustment	10
willingness	11
thereby	7
restricting	11
expects	7
contract	8
extending	9
arriving	8
inked	5
designate	9
non-nato	8
advisers	8
one-year	8
pentagon	8
giving	6
review	6
mixed	5
banged	6
bleeding	8
towel	5
homicide	8
multiple	8
recall	6
occasions	9
oppose	6
others	6
heavy-handed	12
meddling	8
politics	8
legacy	6
backlash	8
virtual	7
influence	9
backed	6
oversee	7
preserve	8
revamped	8
resumption	10
prior	5
successor	9
ya'akov	7
proper	6
implemented	11
internal	8
shin	4
bet	3
guidelines	10
missions	8
amita	5
upgraded	8
request	7
ha'aretz	8
such	4
quarters	8
closed-circuit	14
cameras	7
electronic	10
myriad	6
notably	7
chain	5
slightest	9
de	2
recovery	8
complicated	11
collapse	8
properties	10
steeply	7
individuals	11
mortgage	8
payments	8
liberalize	10
regulations	11
rentals	7
easier	6
decisions	9
reducing	8
unveiled	8
solvent	7
fate	4
portugal	8
cdn	3
conservative	12
rainy-day	9
leaders	7
rigging	7
reflect	7
therefore	9
shaken	6
amongst	7
daylight	8
baset	5
al-megrahi	10
convicted	9
officer	7
lockerbie	9
compassionate	13
scottish	8
die	3
prostate	8
cancer	6
insisted	8
villa	5
strict	6
silence	7
posh	4
bedridden	9
cane	4
hung	4
khaled	6
nasser	6
relative	8
transitional	12
health	6
deteriorated	12
complications	13
cancer-related	14
holder	6
yield	5
repossessed	11
asset	5
sale	4
compulsory	10
books	5
receiving	9
rescues	7
enacted	7
grateful	8
sacrifice	9
debate	6
raged	5
outlines	8
partisan	8
exchanges	9
crossed	7
attackers	9
wearing	7
detonating	10
clashing	8
blew	4
mangled	7
bodies	6
kargar	6
noorughli	9
admitted	8
us-backed	9
dire	4
posted	6
aiming	6
mortars	7
artillery	9
al-burnhanieh	13
syian	5
confined	8
borders	7
pits	4
bab	3
al-tebbaneh	11
hostile	7
jabal	5
mohsen	6
ignited	7
islamist	8
activist	8
chadi	5
mawlawi	7
operative	9
al-qaeda-inspired	17
relatives	9
accusation	10
ali	3
cousins	7
supports	8
refugees	8
providing	9
food	4
pictures	8
winning	7
hearts	6
minds	5
fortified	9
exchanged	9
explosion	9
invoking	8
us-afghanistan	14
underscores	11
difficulties	12
larger	6
share	5
visits	6
grade	5
ii	2
listed	6
spokeswoman	11
attendance	10
brings	6
closer	6
completing	10
maker	5
transaction	11
co-founder	10
helps	5
larry	5
executive	9
compete	7
clout	5
iphone	6
gain	4
expands	7
worlds	6
trove	5
competitors	11
risen	5
succeed	7
experts	7
entirety	8
nationwide	10
rebellious	10
suburbs	7
omar	4
hamza	5
skype	5
douma	5
machine	7
raiding	7
bars	4
bombers	7
vulnerable	10
resilient	9
gurkha	6
passers-by	10
fsa	3
ahmad	5
ayoub	5
british-based	13
capturing	9
movement	8
militarized	11
crackdown	9
violent	7
portray	7
unalloyed	9
achievement	11
considered	10
six-hour	8
symbolism	9
historic	8
incubated	9
circle	6
prevailing	10
feel	4
perfection	10
soviet	6
unleashed	9
vicious	7
arose	5
guesthouse	10
defiance	8
guesthouses	11
developed	9
face-off	8
refuge	6
escape	6
foul	4
harass	6
monetary	8
olli	4
rehn	4
determination	13
fiscal	6
restoring	9
key	3
challenges	10
particularly	12
cleaning	8
insurance	9
rules	5
require	7
resident	8
bought	6
politicians	11
shrinking	9
developments	12
workforce	9
prediction	10
mariya	6
boyarintseva	12
event	5
manager	7
scary	5
felt	4
bit	3
anti-putin	10
streets	7
roam	4
scandal-hit	11
assembly	8
respect	7
privacy	7
appeal	6
ambassadoe	10
midst	5
re-election	11
noting	6
seal	4
momentum	8
built	5
devastated	10
stark	5
task	4
work	4
funding	7
levels	6
foes	4
intends	7
longest	7
revert	6
allied	6
maimed	6
afghanistan’s	13
uncertain	9
television	10
herald	6
chapter	7
begins	6
opened	6
appear	6
emerged	7
disturbance	11
shootings	9
killings	8
strengthening	13
dominance	9
booming	7
tablet	6
lawsuits	8
infringement	12
claiming	8
patented	8
technology	10
korea	5
powered	7
lengthy	7
waged	5
continents	10
anti-competitive	16
threats	7
microsoft	9
retreating	10
followed	8
teams	5
apparently	10
wkmg-tv	7
raised	6
shield	6
restore	7
ratings	7
downgraded	10
standard	8
poor	4
decided	7
appoint	7
auditors	8
real-estate	11
long-awaited	12
compact	7
addressed	9
specially	9
arranged	8
predawn	7
matched	7
praise	6
fought	6
odd	3
fit	3
direct	6
optimism	8
self-interest	13
flared	6
france	6
forecast	8
slight	6
powerhouse	10
slow	4
commissioner	12
economics	9
confident	9
immediate	9
particular	10
reign	5
termed	6
excessive	9
ap	2
dumping	7
documents	9
sledge	6
bare	4
hammers	7
tear	4
guarding	8
shattered	9
confronted	10
mob	3
representative	14
isolate	7
internationally	15
repression	10
dissidents	10
diplomat	8
impose	6
freeze	6
visa	4
loyal	5
supportive	10
policy	6
catherine	9
ashton	6
continuing	10
appalling	9
casualties	10
pummeled	8
medical	7
supplies	8
barrage	7
roughly	7
rained	6
random	6
coordination	12
committees	10
shown	5
profile	7
flak	4
drawn	5
sunrise	7
faith	5
shows	5
timing	6
salient	7
assurance	9
choose	6
rasheed	7
waziri	6
studies	7
monitor	7
comply	6
graduating	10
techcrunch	10
full-time	9
writer	6
musical	7
theater	7
learn	5
intentions	10
manufacturer	12
pieces	6
blessing	8
google-motorola	15
technically	11
examined	8
tense	5
confrontation	13
absent	6
couple	6
inquiries	9
destabilises	12
passed	6
part-nationalise	16
bursting	8
austerity	9
account	7
gravity	7
sonia	5
gallego	7
refinance	9
fanned	6
fear	4
bigger	6
warily	6
saluted	7
war-zone	8
craven	6
nonetheless	11
campaign-related	16
clearly	7
jim	3
inhofe	6
senate	6
committee	9
shore	5
gutting	7
reference	9
tightening	10
budgets	7
presumed	8
opponent	8
accusing	8
fleeting	8
unity	5
stephen	7
pressed	7
effective	9
pakistanis	10
partner	7
